id:ID(KG),:LABEL,name,provided_by,accession,length,source_db,mane_status,mane_refseq_nuc,mane_ensembl_nuc,mane_ensembl_prot
NCBIProtein:NP_001171668,Protein,testis-specific serine/threonine-protein kinase 4 isoform 1,NCBI:RefSeq,NP_001171668.1,338,RefSeq,MANE Select,NM_001184739.2,ENST00000339917.10,ENSP00000339179.5
NCBIProtein:NP_995322,Protein,sodium/potassium/calcium exchanger 5 precursor,NCBI:RefSeq,NP_995322.1,500,RefSeq,MANE Select,NM_205850.3,ENST00000341459.8,ENSP00000341550.3
NCBIProtein:NP_828848,Protein,cytosolic phospholipase A2 delta,NCBI:RefSeq,NP_828848.3,818,RefSeq,MANE Select,NM_178034.4,ENST00000290472.4,ENSP00000290472.3
NCBIProtein:NP_001354736,Protein,F-box and leucine-rich protein 22 isoform 2,NCBI:RefSeq,NP_001354736.1,231,RefSeq,MANE Select,NM_001367807.1,ENST00000638704.2,ENSP00000492359.1
NCBIProtein:NP_775885,Protein,BOS complex subunit NOMO2 isoform 2 precursor,NCBI:RefSeq,NP_775885.1,1222,RefSeq,MANE Select,NM_173614.4,ENST00000622306.5,ENSP00000478653.1
NCBIProtein:NP_001099133,Protein,peroxisomal coenzyme A diphosphatase NUDT7 isoform 1,NCBI:RefSeq,NP_001099133.1,238,RefSeq,MANE Select,NM_001105663.3,ENST00000268533.9,ENSP00000268533.5
NCBIProtein:NP_001258980,Protein,ubiquinol-cytochrome c reductase complex assembly factor 4 precursor,NCBI:RefSeq,NP_001258980.1,132,RefSeq,MANE Select,NM_001272051.2,ENST00000442039.3,ENSP00000413100.2
NCBIProtein:NP_775890,Protein,C-type lectin domain family 18 member C precursor,NCBI:RefSeq,NP_775890.2,446,RefSeq,MANE Select,NM_173619.4,ENST00000541793.7,ENSP00000444875.2
NCBIProtein:NP_835229,Protein,fatty acid desaturase 6,NCBI:RefSeq,NP_835229.3,368,RefSeq,MANE Select,NM_178128.6,ENST00000612771.5,ENSP00000481684.1
NCBIProtein:NP_001317471,Protein,hexosaminidase D isoform 2,NCBI:RefSeq,NP_001317471.1,486,RefSeq,MANE Select,NM_001330542.2,ENST00000327949.15,ENSP00000332634.9
NCBIProtein:NP_056258,Protein,KAT8 regulatory NSL complex subunit 1 isoform 1,NCBI:RefSeq,NP_056258.1,1105,RefSeq,MANE Select,NM_015443.4,ENST00000432791.7,ENSP00000387393.3
NCBIProtein:NP_001124390,Protein,tubulin polyglutamylase TTLL6 isoform 1,NCBI:RefSeq,NP_001124390.1,891,RefSeq,MANE Select,NM_001130918.3,ENST00000393382.8,ENSP00000377043.3
NCBIProtein:NP_835464,Protein,serine/threonine-protein kinase Nek8,NCBI:RefSeq,NP_835464.1,692,RefSeq,MANE Select,NM_178170.3,ENST00000268766.11,ENSP00000268766.6
NCBIProtein:NP_001129970,Protein,"CDGSH iron-sulfur domain-containing protein 3, mitochondrial precursor",NCBI:RefSeq,NP_001129970.1,127,RefSeq,MANE Select,NM_001136498.2,ENST00000613478.2,ENSP00000483781.1
NCBIProtein:NP_835465,Protein,gasdermin-A,NCBI:RefSeq,NP_835465.2,445,RefSeq,MANE Select,NM_178171.5,ENST00000301659.9,ENSP00000301659.4
NCBIProtein:NP_848613,Protein,transmembrane protein 102,NCBI:RefSeq,NP_848613.1,508,RefSeq,MANE Select,NM_178518.3,ENST00000323206.2,ENSP00000315387.1
NCBIProtein:NP_036364,Protein,caveolae-associated protein 1,NCBI:RefSeq,NP_036364.2,390,RefSeq,MANE Select,NM_012232.6,ENST00000357037.6,ENSP00000349541.4
NCBIProtein:NP_872375,Protein,lysophospholipase D GDPD1 isoform 1,NCBI:RefSeq,NP_872375.2,314,RefSeq,MANE Select,NM_182569.4,ENST00000284116.9,ENSP00000284116.4
NCBIProtein:NP_001079990,Protein,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 8 isoform 2,NCBI:RefSeq,NP_001079990.1,74,RefSeq,MANE Select,NM_001086521.2,ENST00000431388.3,ENSP00000400184.2
NCBIProtein:NP_001354221,Protein,galectin-9B isoform 1,NCBI:RefSeq,NP_001354221.1,356,RefSeq,MANE Select,NM_001367292.2,ENST00000423676.8,ENSP00000388841.3
NCBIProtein:NP_001004431,Protein,meteorin-like protein isoform 1 precursor,NCBI:RefSeq,NP_001004431.1,311,RefSeq,MANE Select,NM_001004431.3,ENST00000320095.12,ENSP00000315731.6
NCBIProtein:NP_787103,Protein,prostaglandin reductase 3 isoform 1,NCBI:RefSeq,NP_787103.1,377,RefSeq,MANE Select,NM_175907.6,ENST00000322342.4,ENSP00000323678.3
NCBIProtein:NP_001010879,Protein,zinc finger protein interacting with ribonucleoprotein K isoform 1,NCBI:RefSeq,NP_001010879.2,487,RefSeq,MANE Select,NM_001010879.4,ENST00000597850.2,ENSP00000472867.1
NCBIProtein:NP_775908,Protein,mitochondrial carrier protein SCaMC-3L isoform a,NCBI:RefSeq,NP_775908.2,370,RefSeq,MANE Select,NM_173637.4,ENST00000321510.7,ENSP00000322649.5
NCBIProtein:NP_001007526,Protein,NACHT domain- and WD repeat-containing protein 1 isoform 1,NCBI:RefSeq,NP_001007526.3,1432,RefSeq,MANE Select,NM_001007525.5,ENST00000524140.7,ENSP00000428579.2
NCBIProtein:NP_848621,Protein,mitochondrial coenzyme A transporter SLC25A42,NCBI:RefSeq,NP_848621.2,318,RefSeq,MANE Select,NM_178526.5,ENST00000318596.8,ENSP00000326693.6
NCBIProtein:NP_872384,Protein,acyl-coenzyme A thioesterase THEM5,NCBI:RefSeq,NP_872384.2,247,RefSeq,MANE Select,NM_182578.4,ENST00000368817.10,ENSP00000357807.4
NCBIProtein:NP_001010969,Protein,cytochrome P450 4A22 isoform 1,NCBI:RefSeq,NP_001010969.2,519,RefSeq,MANE Select,NM_001010969.4,ENST00000371891.8,ENSP00000360958.3
NCBIProtein:NP_001229837,Protein,R-spondin-1 isoform 1 precursor,NCBI:RefSeq,NP_001229837.1,263,RefSeq,MANE Select,NM_001242908.2,ENST00000356545.7,ENSP00000348944.2
NCBIProtein:NP_001092909,Protein,ephrin type-A receptor 10 isoform 3 precursor,NCBI:RefSeq,NP_001092909.1,1008,RefSeq,MANE Select,NM_001099439.2,ENST00000373048.9,ENSP00000362139.4
NCBIProtein:NP_775913,Protein,N-acetylaspartylglutamate synthase A,NCBI:RefSeq,NP_775913.2,391,RefSeq,MANE Select,NM_173642.4,ENST00000431473.4,ENSP00000414330.2
NCBIProtein:NP_997231,Protein,solute carrier family 25 member 34,NCBI:RefSeq,NP_997231.1,304,RefSeq,MANE Select,NM_207348.3,ENST00000294454.6,ENSP00000294454.5
NCBIProtein:NP_777637,Protein,SEC14-like protein 4 isoform a,NCBI:RefSeq,NP_777637.1,406,RefSeq,MANE Select,NM_174977.4,ENST00000255858.12,ENSP00000255858.7
NCBIProtein:NP_775918,Protein,E3 ubiquitin-protein ligase RNF149 precursor,NCBI:RefSeq,NP_775918.2,400,RefSeq,MANE Select,NM_173647.4,ENST00000295317.4,ENSP00000295317.3
NCBIProtein:NP_001034702,Protein,isoamyl acetate-hydrolyzing esterase 1 homolog isoform a,NCBI:RefSeq,NP_001034702.1,248,RefSeq,MANE Select,NM_001039613.3,ENST00000497473.6,ENSP00000417580.1
NCBIProtein:NP_001308552,Protein,hyccin 2 isoform 2,NCBI:RefSeq,NP_001308552.1,586,RefSeq,MANE Select,NM_001321623.1,ENST00000681958.1,ENSP00000507218.1
NCBIProtein:NP_001265618,Protein,EGF domain-specific O-linked N-acetylglucosamine transferase isoform a precursor,NCBI:RefSeq,NP_001265618.1,527,RefSeq,MANE Select,NM_001278689.2,ENST00000383701.8,ENSP00000373206.3
NCBIProtein:NP_001073917,Protein,ephrin type-A receptor 6 isoform a,NCBI:RefSeq,NP_001073917.2,1130,RefSeq,MANE Select,NM_001080448.3,ENST00000389672.10,ENSP00000374323.5
NCBIProtein:NP_001295158,Protein,protein C3orf33 isoform 1,NCBI:RefSeq,NP_001295158.1,294,RefSeq,MANE Select,NM_001308229.2,ENST00000340171.7,ENSP00000342512.2
NCBIProtein:NP_776187,Protein,"T-cell activation inhibitor, mitochondrial isoform 1",NCBI:RefSeq,NP_776187.2,496,RefSeq,MANE Select,NM_173826.4,ENST00000342649.9,ENSP00000341539.4
NCBIProtein:NP_775930,Protein,mitochondrial mRNA pseudouridine synthase RPUSD3 isoform 1,NCBI:RefSeq,NP_775930.3,343,RefSeq,MANE Select,NM_173659.5,ENST00000383820.10,ENSP00000373331.6
NCBIProtein:NP_997235,Protein,cytochrome P450 4V2,NCBI:RefSeq,NP_997235.3,525,RefSeq,MANE Select,NM_207352.4,ENST00000378802.5,ENSP00000368079.4
NCBIProtein:NP_775931,Protein,protein Dok-7 isoform 1,NCBI:RefSeq,NP_775931.3,504,RefSeq,MANE Select,NM_173660.5,ENST00000340083.6,ENSP00000344432.5
NCBIProtein:NP_001284661,Protein,"cytochrome c oxidase assembly protein COX18, mitochondrial isoform 1",NCBI:RefSeq,NP_001284661.1,334,RefSeq,MANE Select,NM_001297732.2,ENST00000507544.3,ENSP00000425261.3
NCBIProtein:NP_001017995,Protein,SH3 and PX domain-containing protein 2B isoform a,NCBI:RefSeq,NP_001017995.1,911,RefSeq,MANE Select,NM_001017995.3,ENST00000311601.6,ENSP00000309714.5
NCBIProtein:NP_775935,Protein,ADP-ribosylation factor-like protein 10 isoform 2,NCBI:RefSeq,NP_775935.1,244,RefSeq,MANE Select,NM_173664.6,ENST00000310389.6,ENSP00000308496.5
NCBIProtein:NP_001092763,Protein,chromosome-associated kinesin KIF4B,NCBI:RefSeq,NP_001092763.1,1234,RefSeq,MANE Select,NM_001099293.3,ENST00000435029.6,ENSP00000387875.3
NCBIProtein:NP_001107033,Protein,E3 ubiquitin-protein ligase RNF180 isoform 1,NCBI:RefSeq,NP_001107033.1,592,RefSeq,MANE Select,NM_001113561.2,ENST00000389100.9,ENSP00000373752.4
NCBIProtein:NP_001353437,Protein,repulsive guidance molecule B isoform 1 precursor,NCBI:RefSeq,NP_001353437.1,437,RefSeq,MANE Select,NM_001366508.1,ENST00000513185.3,ENSP00000423256.1
NCBIProtein:NP_001361552,Protein,omega-hydroxyceramide transacylase isoform 4,NCBI:RefSeq,NP_001361552.1,572,RefSeq,MANE Select,NM_001374623.1,ENST00000636260.2,ENSP00000490785.2
NCBIProtein:NP_001353410,Protein,ribosomal protein uL30-like,NCBI:RefSeq,NP_001353410.1,255,RefSeq,MANE Select,NM_001366481.3,ENST00000493763.7,ENSP00000418221.3
NCBIProtein:NP_001303985,Protein,autophagy-related protein 9B,NCBI:RefSeq,NP_001303985.1,924,RefSeq,MANE Select,NM_001317056.2,ENST00000639579.2,ENSP00000491504.1
NCBIProtein:NP_859074,Protein,"calcium uptake protein 3, mitochondrial isoform 1",NCBI:RefSeq,NP_859074.1,530,RefSeq,MANE Select,NM_181723.3,ENST00000318063.10,ENSP00000321455.5
NCBIProtein:NP_776194,Protein,scavenger receptor class A member 5 isoform 1,NCBI:RefSeq,NP_776194.2,495,RefSeq,MANE Select,NM_173833.6,ENST00000354914.8,ENSP00000346990.3
NCBIProtein:NP_001340741,Protein,phospholipid-transporting ATPase IG isoform e,NCBI:RefSeq,NP_001340741.2,1129,RefSeq,MANE Select,NM_001353812.2,ENST00000682941.1,ENSP00000507250.1
NCBIProtein:NP_001186728,Protein,immunoglobulin-like domain-containing receptor 1 isoform 1 precursor,NCBI:RefSeq,NP_001186728.1,546,RefSeq,MANE Select,NM_001199799.2,ENST00000344209.10,ENSP00000345667.5
NCBIProtein:NP_758955,Protein,trafficking regulator of GLUT4 1,NCBI:RefSeq,NP_758955.2,177,RefSeq,MANE Select,NM_172367.3,ENST00000333813.4,ENSP00000329548.3
NCBIProtein:NP_689680,Protein,kelch-like protein 10 isoform 1,NCBI:RefSeq,NP_689680.2,608,RefSeq,MANE Select,NM_152467.5,ENST00000293303.5,ENSP00000293303.4
NCBIProtein:NP_932349,Protein,dehydrogenase/reductase SDR family member 4-like 2 isoform 1 precursor,NCBI:RefSeq,NP_932349.2,232,RefSeq,MANE Select,NM_198083.4,ENST00000335125.11,ENSP00000334801.6
NCBIProtein:NP_778236,Protein,ATP-dependent RNA helicase DDX51,NCBI:RefSeq,NP_778236.2,666,RefSeq,MANE Select,NM_175066.4,ENST00000397333.4,ENSP00000380495.3
NCBIProtein:NP_443077,Protein,corrinoid adenosyltransferase MMAB precursor,NCBI:RefSeq,NP_443077.1,250,RefSeq,MANE Select,NM_052845.4,ENST00000545712.7,ENSP00000445920.1
NCBIProtein:NP_789790,Protein,"NACHT, LRR and PYD domains-containing protein 9",NCBI:RefSeq,NP_789790.2,991,RefSeq,MANE Select,NM_176820.4,ENST00000332836.7,ENSP00000331857.2
NCBIProtein:NP_001378887,Protein,"NACHT, LRR and PYD domains-containing protein 10",NCBI:RefSeq,NP_001378887.1,655,RefSeq,MANE Select,NM_001391958.1,ENST00000691676.1,ENSP00000509542.1
NCBIProtein:NP_789792,Protein,"NACHT, LRR and PYD domains-containing protein 14",NCBI:RefSeq,NP_789792.1,1093,RefSeq,MANE Select,NM_176822.4,ENST00000299481.5,ENSP00000299481.5
NCBIProtein:NP_835466,Protein,glycosylphosphatidylinositol-anchored high density lipoprotein-binding protein 1 isoform 1 precursor,NCBI:RefSeq,NP_835466.2,184,RefSeq,MANE Select,NM_178172.6,ENST00000622500.2,ENSP00000480053.1
NCBIProtein:NP_525126,Protein,C-type lectin domain family 4 member D,NCBI:RefSeq,NP_525126.2,215,RefSeq,MANE Select,NM_080387.5,ENST00000299665.3,ENSP00000299665.2
NCBIProtein:NP_001012302,Protein,anoctamin-9 isoform 1,NCBI:RefSeq,NP_001012302.2,782,RefSeq,MANE Select,NM_001012302.3,ENST00000332826.7,ENSP00000332788.6
NCBIProtein:NP_808219,Protein,hydroxycarboxylic acid receptor 2,NCBI:RefSeq,NP_808219.1,363,RefSeq,MANE Select,NM_177551.4,ENST00000328880.6,ENSP00000375066.2
NCBIProtein:NP_001182684,Protein,free fatty acid receptor 4 isoform GPR120-S,NCBI:RefSeq,NP_001182684.1,361,RefSeq,MANE Select,NM_001195755.2,ENST00000371481.9,ENSP00000360536.5
NCBIProtein:NP_001004470,Protein,"alpha-2,8-sialyltransferase 8F isoform 1",NCBI:RefSeq,NP_001004470.1,398,RefSeq,MANE Select,NM_001004470.3,ENST00000377602.5,ENSP00000366827.4
NCBIProtein:NP_848638,Protein,ectonucleotide pyrophosphatase/phosphodiesterase family member 7 precursor,NCBI:RefSeq,NP_848638.3,458,RefSeq,MANE Select,NM_178543.5,ENST00000328313.10,ENSP00000332656.5
NCBIProtein:NP_001034931,Protein,oxidoreductase-like domain-containing protein 1 isoform a,NCBI:RefSeq,NP_001034931.1,147,RefSeq,MANE Select,NM_001039842.3,ENST00000374741.4,ENSP00000363873.3
NCBIProtein:NP_001035114,Protein,ADP-ribosylation factor-like protein 16 isoform 1,NCBI:RefSeq,NP_001035114.2,173,RefSeq,MANE Select,NM_001040025.3,ENST00000622299.5,ENSP00000483183.1
NCBIProtein:NP_940894,Protein,C-type lectin domain family 4 member G isoform 1,NCBI:RefSeq,NP_940894.1,293,RefSeq,MANE Select,NM_198492.4,ENST00000328853.11,ENSP00000327599.4
NCBIProtein:NP_938073,Protein,kelch-like protein 17,NCBI:RefSeq,NP_938073.1,642,RefSeq,MANE Select,NM_198317.3,ENST00000338591.8,ENSP00000343930.3
NCBIProtein:NP_950252,Protein,BMP/retinoic acid-inducible neural-specific protein 3 isoform 1 precursor,NCBI:RefSeq,NP_950252.1,766,RefSeq,MANE Select,NM_199051.3,ENST00000367462.5,ENSP00000356432.3
NCBIProtein:NP_001307108,Protein,zinc finger protein 69 homolog isoform 2,NCBI:RefSeq,NP_001307108.1,526,RefSeq,MANE Select,NM_001320179.2,ENST00000372706.6,ENSP00000361791.1
NCBIProtein:NP_001001664,Protein,speckle-type POZ protein-like,NCBI:RefSeq,NP_001001664.1,392,RefSeq,MANE Select,NM_001001664.3,ENST00000280098.9,ENSP00000280098.4
NCBIProtein:NP_001354431,Protein,cytochrome P450 27C1 isoform 2,NCBI:RefSeq,NP_001354431.1,537,RefSeq,MANE Select,NM_001367502.1,ENST00000664447.2,ENSP00000499243.1
NCBIProtein:NP_997242,Protein,acidic amino acid decarboxylase GADL1,NCBI:RefSeq,NP_997242.2,521,RefSeq,MANE Select,NM_207359.3,ENST00000282538.10,ENSP00000282538.5
NCBIProtein:NP_848652,Protein,N-acetylaspartate synthetase,NCBI:RefSeq,NP_848652.2,302,RefSeq,MANE Select,NM_178557.4,ENST00000423729.3,ENSP00000413064.2
NCBIProtein:NP_938023,Protein,stimulator of interferon genes protein isoform 1,NCBI:RefSeq,NP_938023.1,379,RefSeq,MANE Select,NM_198282.4,ENST00000330794.9,ENSP00000331288.4
NCBIProtein:NP_001012418,Protein,myosin light chain kinase family member 4 isoform 1,NCBI:RefSeq,NP_001012418.2,388,RefSeq,MANE Select,NM_001012418.5,ENST00000274643.9,ENSP00000274643.7
NCBIProtein:NP_001010886,Protein,colipase-like protein 1 isoform 1 precursor,NCBI:RefSeq,NP_001010886.1,121,RefSeq,MANE Select,NM_001010886.5,ENST00000373861.6,ENSP00000362968.5
NCBIProtein:NP_001157413,Protein,ATP-binding cassette sub-family B member 5 isoform 1,NCBI:RefSeq,NP_001157413.1,1257,RefSeq,MANE Select,NM_001163941.2,ENST00000404938.7,ENSP00000384881.2
NCBIProtein:NP_001075144,Protein,kelch-like protein 38,NCBI:RefSeq,NP_001075144.2,581,RefSeq,MANE Select,NM_001081675.3,ENST00000684634.1,ENSP00000508228.1
NCBIProtein:NP_848659,Protein,nuclear receptor-binding protein 2,NCBI:RefSeq,NP_848659.2,501,RefSeq,MANE Select,NM_178564.4,ENST00000442628.7,ENSP00000414055.2
NCBIProtein:NP_848661,Protein,palmitoyltransferase ZDHHC21 isoform 1,NCBI:RefSeq,NP_848661.1,265,RefSeq,MANE Select,NM_178566.6,ENST00000380916.9,ENSP00000370303.3
NCBIProtein:NP_001010887,Protein,alkaline ceramidase 2,NCBI:RefSeq,NP_001010887.2,275,RefSeq,MANE Select,NM_001010887.3,ENST00000340967.3,ENSP00000342609.2
NCBIProtein:NP_001121687,Protein,lipase member M precursor,NCBI:RefSeq,NP_001121687.1,423,RefSeq,MANE Select,NM_001128215.1,ENST00000404743.9,ENSP00000383901.3
NCBIProtein:NP_899230,Protein,cytochrome P450 26C1,NCBI:RefSeq,NP_899230.2,522,RefSeq,MANE Select,NM_183374.3,ENST00000651965.1,ENSP00000498424.1
NCBIProtein:NP_001258975,Protein,von Willebrand factor A domain-containing protein 2 precursor,NCBI:RefSeq,NP_001258975.1,755,RefSeq,MANE Select,NM_001272046.2,ENST00000392982.8,ENSP00000376708.3
NCBIProtein:NP_001382901,Protein,aldo-keto reductase family 1 member C8,NCBI:RefSeq,NP_001382901.1,326,RefSeq,MANE Select,NM_001395972.1,ENST00000648824.2,ENSP00000496804.1
NCBIProtein:NP_001374203,Protein,doublecortin domain-containing protein 1 isoform 6,NCBI:RefSeq,NP_001374203.1,1786,RefSeq,MANE Select,NM_001387274.1,ENST00000684477.1,ENSP00000507427.1
NCBIProtein:NP_001092142,Protein,ferroxidase HEPHL1 precursor,NCBI:RefSeq,NP_001092142.1,1159,RefSeq,MANE Select,NM_001098672.2,ENST00000315765.10,ENSP00000313699.9
NCBIProtein:NP_945343,Protein,synaptotagmin-10,NCBI:RefSeq,NP_945343.1,523,RefSeq,MANE Select,NM_198992.4,ENST00000228567.7,ENSP00000228567.3
NCBIProtein:NP_001073923,Protein,"acyl-coenzyme A synthetase ACSM4, mitochondrial precursor",NCBI:RefSeq,NP_001073923.1,580,RefSeq,MANE Select,NM_001080454.2,ENST00000399422.5,ENSP00000382349.4
NCBIProtein:NP_861453,Protein,testis-specific H1 histone,NCBI:RefSeq,NP_861453.1,255,RefSeq,MANE Select,NM_181788.1,ENST00000335017.1,ENSP00000334805.1
NCBIProtein:NP_001352481,Protein,serine/threonine-protein kinase Nek5 isoform 2,NCBI:RefSeq,NP_001352481.1,832,RefSeq,MANE Select,NM_001365552.1,ENST00000684899.1,ENSP00000509632.1
NCBIProtein:NP_892016,Protein,"cytochrome c oxidase subunit 8C, mitochondrial",NCBI:RefSeq,NP_892016.1,72,RefSeq,MANE Select,NM_182971.3,ENST00000342144.3,ENSP00000340568.2
NCBIProtein:NP_853514,Protein,polycystin-1-like protein 3 precursor,NCBI:RefSeq,NP_853514.1,1732,RefSeq,MANE Select,NM_181536.2,ENST00000620267.2,ENSP00000480090.1
NCBIProtein:NP_001123292,Protein,protein SLFN14,NCBI:RefSeq,NP_001123292.1,912,RefSeq,MANE Select,NM_001129820.2,ENST00000674182.1,ENSP00000501524.1
NCBIProtein:NP_001138500,Protein,paralemmin-3 isoform 1,NCBI:RefSeq,NP_001138500.2,688,RefSeq,MANE Select,NM_001145028.2,ENST00000669674.2,ENSP00000499271.1
NCBIProtein:NP_001013425,Protein,PRAME family member 5,NCBI:RefSeq,NP_001013425.2,476,RefSeq,MANE Select,NM_001013407.5,ENST00000622421.3,ENSP00000480122.1
NCBIProtein:NP_001010890,Protein,PRAME family member 9,NCBI:RefSeq,NP_001010890.2,478,RefSeq,MANE Select,NM_001010890.3,ENST00000415919.3,ENSP00000485258.1
NCBIProtein:NP_001034450,Protein,PRAME family member 10,NCBI:RefSeq,NP_001034450.3,474,RefSeq,MANE Select,NM_001039361.4,ENST00000235347.4,ENSP00000235347.4
NCBIProtein:NP_001384829,Protein,cyclin-dependent kinase-like 4 isoform 3,NCBI:RefSeq,NP_001384829.1,342,RefSeq,MANE Select,NM_001397900.1,ENST00000451199.7,ENSP00000389833.2
NCBIProtein:NP_940906,Protein,membrane progestin receptor epsilon isoform 1,NCBI:RefSeq,NP_940906.1,377,RefSeq,MANE Select,NM_198504.4,ENST00000340634.6,ENSP00000341564.4
NCBIProtein:NP_940907,Protein,probable cation-transporting ATPase 13A5,NCBI:RefSeq,NP_940907.2,1218,RefSeq,MANE Select,NM_198505.4,ENST00000342358.9,ENSP00000341942.4
NCBIProtein:NP_932069,Protein,sodium-dependent organic anion transporter,NCBI:RefSeq,NP_932069.1,377,RefSeq,MANE Select,NM_197965.3,ENST00000273905.7,ENSP00000273905.6
NCBIProtein:NP_835236,Protein,17-beta-hydroxysteroid dehydrogenase 13 isoform A precursor,NCBI:RefSeq,NP_835236.2,300,RefSeq,MANE Select,NM_178135.5,ENST00000328546.5,ENSP00000333300.4
NCBIProtein:NP_001025057,Protein,profilin-3,NCBI:RefSeq,NP_001025057.1,137,RefSeq,MANE Select,NM_001029886.3,ENST00000358571.3,ENSP00000351379.2
NCBIProtein:NP_001005473,Protein,PI-PLC X domain-containing protein 3,NCBI:RefSeq,NP_001005473.1,321,RefSeq,MANE Select,NM_001005473.3,ENST00000377801.8,ENSP00000367032.3
NCBIProtein:NP_001139277,Protein,immunity-related GTPase family M protein isoform 2,NCBI:RefSeq,NP_001139277.1,181,RefSeq,MANE Select,NM_001145805.2,ENST00000522154.2,ENSP00000428220.1
NCBIProtein:NP_001017992,Protein,beta-actin-like protein 2,NCBI:RefSeq,NP_001017992.1,376,RefSeq,MANE Select,NM_001017992.4,ENST00000423391.3,ENSP00000416706.1
NCBIProtein:NP_001350747,Protein,metaxin-3 isoform 3,NCBI:RefSeq,NP_001350747.1,312,RefSeq,MANE Select,NM_001363818.2,ENST00000512528.3,ENSP00000424798.2
NCBIProtein:NP_835470,Protein,2-acylglycerol O-acyltransferase 3 isoform a,NCBI:RefSeq,NP_835470.1,341,RefSeq,MANE Select,NM_178176.4,ENST00000223114.9,ENSP00000223114.4
NCBIProtein:NP_940910,Protein,killer cell lectin-like receptor subfamily G member 2,NCBI:RefSeq,NP_940910.1,409,RefSeq,MANE Select,NM_198508.4,ENST00000340940.5,ENSP00000339356.4
NCBIProtein:NP_919289,Protein,kinesin-like protein KIF24,NCBI:RefSeq,NP_919289.2,1368,RefSeq,MANE Select,NM_194313.4,ENST00000402558.7,ENSP00000384433.1
NCBIProtein:NP_001163802,Protein,lanC-like protein 3 isoform 2,NCBI:RefSeq,NP_001163802.1,420,RefSeq,MANE Select,NM_001170331.2,ENST00000378619.4,ENSP00000367882.4
NCBIProtein:NP_001182451,Protein,mitochondrial pyruvate carrier 1-like protein,NCBI:RefSeq,NP_001182451.1,136,RefSeq,MANE Select,NM_001195522.3,ENST00000423387.4,ENSP00000489748.1
NCBIProtein:NP_940914,Protein,diacylglycerol O-acyltransferase 2-like protein 6,NCBI:RefSeq,NP_940914.1,337,RefSeq,MANE Select,NM_198512.3,ENST00000333026.4,ENSP00000328036.3
NCBIProtein:NP_849196,Protein,serine incorporator 2 isoform 1,NCBI:RefSeq,NP_849196.2,455,RefSeq,MANE Select,NM_178865.5,ENST00000373709.8,ENSP00000362813.3
NCBIProtein:NP_872418,Protein,glutamine amidotransferase-like class 1 domain-containing protein 1 isoform 1 precursor,NCBI:RefSeq,NP_872418.1,220,RefSeq,MANE Select,NM_182612.4,ENST00000319863.13,ENSP00000321691.8
NCBIProtein:NP_001098539,Protein,"acyl-coenzyme A synthetase ACSM2B, mitochondrial isoform 1",NCBI:RefSeq,NP_001098539.1,577,RefSeq,MANE Select,NM_001105069.2,ENST00000329697.10,ENSP00000327453.6
NCBIProtein:NP_001357452,Protein,C-type lectin domain family 18 member A precursor,NCBI:RefSeq,NP_001357452.1,446,RefSeq,MANE Select,NM_001370523.4,ENST00000288040.11,ENSP00000288040.6
NCBIProtein:NP_066550,Protein,potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1,NCBI:RefSeq,NP_066550.2,890,RefSeq,MANE Select,NM_021072.4,ENST00000303230.6,ENSP00000307342.4
NCBIProtein:NP_001388529,Protein,nicotinamide/nicotinic acid mononucleotide adenylyltransferase 3 isoform 4,NCBI:RefSeq,NP_001388529.1,252,RefSeq,MANE Select,NM_001401600.1,ENST00000704800.1,ENSP00000516041.1
NCBIProtein:NP_861525,Protein,bone morphogenetic protein 8A preproprotein,NCBI:RefSeq,NP_861525.2,402,RefSeq,MANE Select,NM_181809.4,ENST00000331593.6,ENSP00000327440.5
NCBIProtein:NP_001363861,Protein,BPI fold-containing family B member 3 precursor,NCBI:RefSeq,NP_001363861.2,472,RefSeq,MANE Select,NM_001376932.3,ENST00000375494.4,ENSP00000364643.4
NCBIProtein:NP_892019,Protein,putative glycosyltransferase 6 domain-containing protein 1,NCBI:RefSeq,NP_892019.2,276,RefSeq,MANE Select,NM_182974.3,ENST00000371763.6,ENSP00000360829.1
NCBIProtein:NP_057001,Protein,glutathione S-transferase kappa 1 isoform a,NCBI:RefSeq,NP_057001.1,226,RefSeq,MANE Select,NM_015917.3,ENST00000358406.10,ENSP00000351181.5
NCBIProtein:NP_077718,Protein,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial isoform 1",NCBI:RefSeq,NP_077718.3,213,RefSeq,MANE Select,NM_024407.5,ENST00000233627.14,ENSP00000233627.9
NCBIProtein:NP_940918,Protein,polypeptide N-acetylgalactosaminyltransferase 18 isoform 1,NCBI:RefSeq,NP_940918.2,607,RefSeq,MANE Select,NM_198516.3,ENST00000227756.5,ENSP00000227756.4
NCBIProtein:NP_001138498,Protein,phosphatidylinositol phosphatase PTPRQ precursor,NCBI:RefSeq,NP_001138498.1,2299,RefSeq,MANE Select,NM_001145026.2,ENST00000644991.3,ENSP00000495607.1
NCBIProtein:NP_001073933,Protein,60 kDa lysophospholipase isoform 1,NCBI:RefSeq,NP_001073933.2,573,RefSeq,MANE Select,NM_001080464.3,ENST00000551177.6,ENSP00000450040.1
