id:ID(KG),:LABEL,name,xref,in_taxon,chromosome,provided_by,source,symbol,gene_type,hgnc_id,omim_ids,swiss_prot,ensembl_ids
NCBIGene:23609,Gene,makorin ring finger protein 2,,,3,NCBI:Gene,,MKRN2,PROTEIN_CODING,,608426,,
NCBIGene:54813,Gene,kelch like family member 28,,,14,NCBI:Gene,,KLHL28,PROTEIN_CODING,,,,
NCBIGene:11238,Gene,carbonic anhydrase 5B,,,X,NCBI:Gene,,CA5B,PROTEIN_CODING,,300230,,
NCBIGene:23130,Gene,autophagy related 2A,,,11,NCBI:Gene,,ATG2A,PROTEIN_CODING,,616225,,
NCBIGene:55930,Gene,myosin VC,,,15,NCBI:Gene,,MYO5C,PROTEIN_CODING,,610022,,
NCBIGene:5973,Gene,renin binding protein,,,X,NCBI:Gene,,RENBP,PROTEIN_CODING,,312420,,
NCBIGene:84696,Gene,abhydrolase domain containing 1,,,2,NCBI:Gene,,ABHD1,PROTEIN_CODING,,612195,,
NCBIGene:9931,Gene,helicase with zinc finger,,,17,NCBI:Gene,,HELZ,PROTEIN_CODING,,606699,,
NCBIGene:79876,Gene,ubiquitin like modifier activating enzyme 5,,,3,NCBI:Gene,,UBA5,PROTEIN_CODING,,610552,,
NCBIGene:221154,Gene,mitochondrial calcium uptake 2,,,13,NCBI:Gene,,MICU2,PROTEIN_CODING,,610632,,
NCBIGene:166379,Gene,Bardet-Biedl syndrome 12,,,4,NCBI:Gene,,BBS12,PROTEIN_CODING,,610683,,
NCBIGene:252983,Gene,syntaxin binding protein 4,,,17,NCBI:Gene,,STXBP4,PROTEIN_CODING,,610415,,
NCBIGene:6779,Gene,statherin,,,4,NCBI:Gene,,STATH,PROTEIN_CODING,,184470,,
NCBIGene:391004,Gene,PRAME family member 17,,,1,NCBI:Gene,,PRAMEF17,PROTEIN_CODING,,,,
NCBIGene:84254,Gene,calcium/calmodulin dependent protein kinase kinase 1,,,17,NCBI:Gene,,CAMKK1,PROTEIN_CODING,,611411,,
NCBIGene:54546,Gene,ring finger protein 186,,,1,NCBI:Gene,,RNF186,PROTEIN_CODING,,617163,,
NCBIGene:119559,Gene,sideroflexin 4,,,10,NCBI:Gene,,SFXN4,PROTEIN_CODING,,615564,,
NCBIGene:131601,Gene,transmembrane protein adipocyte associated 1,,,3,NCBI:Gene,,TPRA1,PROTEIN_CODING,,608336,,
NCBIGene:2108,Gene,electron transfer flavoprotein subunit alpha,,,15,NCBI:Gene,,ETFA,PROTEIN_CODING,,608053,,
NCBIGene:8528,Gene,D-aspartate oxidase,,,6,NCBI:Gene,,DDO,PROTEIN_CODING,,124450,,
NCBIGene:5189,Gene,peroxisomal biogenesis factor 1,,,7,NCBI:Gene,,PEX1,PROTEIN_CODING,,602136,,
NCBIGene:6363,Gene,C-C motif chemokine ligand 19,,,9,NCBI:Gene,,CCL19,PROTEIN_CODING,,602227,,
NCBIGene:6793,Gene,serine/threonine kinase 10,,,5,NCBI:Gene,,STK10,PROTEIN_CODING,,603919,,
NCBIGene:28998,Gene,mitochondrial ribosomal protein L13,,,8,NCBI:Gene,,MRPL13,PROTEIN_CODING,,610200,,
NCBIGene:5709,Gene,"proteasome 26S subunit, non-ATPase 3",,,17,NCBI:Gene,,PSMD3,PROTEIN_CODING,,617676,,
NCBIGene:8729,Gene,golgi brefeldin A resistant guanine nucleotide exchange factor 1,,,10,NCBI:Gene,,GBF1,PROTEIN_CODING,,603698,,
NCBIGene:3038,Gene,hyaluronan synthase 3,,,16,NCBI:Gene,,HAS3,PROTEIN_CODING,,602428,,
NCBIGene:113,Gene,adenylate cyclase 7,,,16,NCBI:Gene,,ADCY7,PROTEIN_CODING,,600385,,
NCBIGene:54575,Gene,UDP glucuronosyltransferase family 1 member A10,,,2,NCBI:Gene,,UGT1A10,PROTEIN_CODING,,606435,,
NCBIGene:256892,Gene,olfactory receptor family 51 subfamily F member 1,,,11,NCBI:Gene,,OR51F1,PROTEIN_CODING,,,,
NCBIGene:27314,Gene,"RAB30, member RAS oncogene family",,,11,NCBI:Gene,,RAB30,PROTEIN_CODING,,605693,,
NCBIGene:81875,Gene,interferon stimulated exonuclease gene 20 like 2,,,1,NCBI:Gene,,ISG20L2,PROTEIN_CODING,,611930,,
NCBIGene:5681,Gene,protein serine kinase H1,,,16,NCBI:Gene,,PSKH1,PROTEIN_CODING,,177015,,
NCBIGene:4199,Gene,malic enzyme 1,,,6,NCBI:Gene,,ME1,PROTEIN_CODING,,154250,,
NCBIGene:9200,Gene,3-hydroxyacyl-CoA dehydratase 1,,,10,NCBI:Gene,,HACD1,PROTEIN_CODING,,610467,,
NCBIGene:23788,Gene,mitochondrial carrier 2,,,11,NCBI:Gene,,MTCH2,PROTEIN_CODING,,613221,,
NCBIGene:1293,Gene,collagen type VI alpha 3 chain,,,2,NCBI:Gene,,COL6A3,PROTEIN_CODING,,120250,,
NCBIGene:140886,Gene,poly(A) binding protein cytoplasmic 5,,,X,NCBI:Gene,,PABPC5,PROTEIN_CODING,,300407,,
NCBIGene:123016,Gene,tetratricopeptide repeat domain 8,,,14,NCBI:Gene,,TTC8,PROTEIN_CODING,,608132,,
NCBIGene:55013,Gene,mitochondrial calcium uniporter dominant negative subunit beta,,,4,NCBI:Gene,,MCUB,PROTEIN_CODING,,620702,,
NCBIGene:171586,Gene,"abhydrolase domain containing 3, phospholipase",,,18,NCBI:Gene,,ABHD3,PROTEIN_CODING,,612197,,
NCBIGene:84069,Gene,pleckstrin homology domain containing N1,,,1,NCBI:Gene,,PLEKHN1,PROTEIN_CODING,,621052,,
NCBIGene:481,Gene,ATPase Na+/K+ transporting subunit beta 1,,,1,NCBI:Gene,,ATP1B1,PROTEIN_CODING,,182330,,
NCBIGene:29926,Gene,GDP-mannose pyrophosphorylase A,,,2,NCBI:Gene,,GMPPA,PROTEIN_CODING,,615495,,
NCBIGene:51283,Gene,bifunctional apoptosis regulator,,,16,NCBI:Gene,,BFAR,PROTEIN_CODING,,619516,,
NCBIGene:286097,Gene,mitochondrial calcium uptake 3,,,8,NCBI:Gene,,MICU3,PROTEIN_CODING,,610633,,
NCBIGene:80168,Gene,monoacylglycerol O-acyltransferase 2,,,11,NCBI:Gene,,MOGAT2,PROTEIN_CODING,,610270,,
NCBIGene:284106,Gene,CDGSH iron sulfur domain 3,,,17,NCBI:Gene,,CISD3,PROTEIN_CODING,,611933,,
NCBIGene:11057,Gene,"abhydrolase domain containing 2, acylglycerol lipase",,,15,NCBI:Gene,,ABHD2,PROTEIN_CODING,,612196,,
NCBIGene:155184,Gene,solute carrier family 2 member 7,,,1,NCBI:Gene,,SLC2A7,PROTEIN_CODING,,610371,,
NCBIGene:51704,Gene,G protein-coupled receptor class C group 5 member B,,,16,NCBI:Gene,,GPRC5B,PROTEIN_CODING,,605948,,
NCBIGene:89845,Gene,ATP binding cassette subfamily C member 10,,,6,NCBI:Gene,,ABCC10,PROTEIN_CODING,,612509,,
NCBIGene:345275,Gene,hydroxysteroid 17-beta dehydrogenase 13,,,4,NCBI:Gene,,HSD17B13,PROTEIN_CODING,,612127,,
NCBIGene:23262,Gene,diphosphoinositol pentakisphosphate kinase 2,,,5,NCBI:Gene,,PPIP5K2,PROTEIN_CODING,,611648,,
NCBIGene:4140,Gene,microtubule affinity regulating kinase 3,,,14,NCBI:Gene,,MARK3,PROTEIN_CODING,,602678,,
NCBIGene:7365,Gene,UDP glucuronosyltransferase family 2 member B10,,,4,NCBI:Gene,,UGT2B10,PROTEIN_CODING,,600070,,
NCBIGene:11329,Gene,serine/threonine kinase 38,,,6,NCBI:Gene,,STK38,PROTEIN_CODING,,606964,,
NCBIGene:55640,Gene,FLVCR choline and putative heme transporter 2,,,14,NCBI:Gene,,FLVCR2,PROTEIN_CODING,,610865,,
NCBIGene:4342,Gene,"MOS proto-oncogene, serine/threonine kinase",,,8,NCBI:Gene,,MOS,PROTEIN_CODING,,190060,,
NCBIGene:4161,Gene,melanocortin 5 receptor,,,18,NCBI:Gene,,MC5R,PROTEIN_CODING,,600042,,
NCBIGene:5692,Gene,proteasome 20S subunit beta 4,,,1,NCBI:Gene,,PSMB4,PROTEIN_CODING,,602177,,
NCBIGene:55268,Gene,enoyl-CoA hydratase domain containing 2,,,1,NCBI:Gene,,ECHDC2,PROTEIN_CODING,,620724,,
NCBIGene:10054,Gene,ubiquitin like modifier activating enzyme 2,,,19,NCBI:Gene,,UBA2,PROTEIN_CODING,,613295,,
NCBIGene:51287,Gene,cytochrome c oxidase assembly factor 4 homolog,,,11,NCBI:Gene,,COA4,PROTEIN_CODING,,608016,,
NCBIGene:10449,Gene,acetyl-CoA acyltransferase 2,,,18,NCBI:Gene,,ACAA2,PROTEIN_CODING,,604770,,
NCBIGene:946,Gene,sialic acid binding Ig like lectin 6,,,19,NCBI:Gene,,SIGLEC6,PROTEIN_CODING,,604405,,
NCBIGene:57531,Gene,HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1,,,6,NCBI:Gene,,HACE1,PROTEIN_CODING,,610876,,
NCBIGene:9912,Gene,Rho GTPase activating protein 44,,,17,NCBI:Gene,,ARHGAP44,PROTEIN_CODING,,617716,,
NCBIGene:8456,Gene,forkhead box N1,,,17,NCBI:Gene,,FOXN1,PROTEIN_CODING,,600838,,
NCBIGene:28982,Gene,FLVCR choline and heme transporter 1,,,1,NCBI:Gene,,FLVCR1,PROTEIN_CODING,,609144,,
NCBIGene:84937,Gene,zinc and ring finger 1,,,16,NCBI:Gene,,ZNRF1,PROTEIN_CODING,,612060,,
NCBIGene:55739,Gene,NAD(P)HX dehydratase,,,13,NCBI:Gene,,NAXD,PROTEIN_CODING,,615910,,
NCBIGene:3612,Gene,inositol monophosphatase 1,,,8,NCBI:Gene,,IMPA1,PROTEIN_CODING,,602064,,
NCBIGene:5607,Gene,mitogen-activated protein kinase kinase 5,,,15,NCBI:Gene,,MAP2K5,PROTEIN_CODING,,602520,,
NCBIGene:5288,Gene,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma,,,12,NCBI:Gene,,PIK3C2G,PROTEIN_CODING,,609001,,
NCBIGene:9663,Gene,lipin 2,,,18,NCBI:Gene,,LPIN2,PROTEIN_CODING,,605519,,
NCBIGene:55556,Gene,enolase superfamily member 1,,,18,NCBI:Gene,,ENOSF1,PROTEIN_CODING,,607427,,
NCBIGene:359710,Gene,BPI fold containing family B member 3,,,20,NCBI:Gene,,BPIFB3,PROTEIN_CODING,,615717,,
NCBIGene:8732,Gene,RNA guanylyltransferase and 5'-phosphatase,,,6,NCBI:Gene,,RNGTT,PROTEIN_CODING,,603512,,
NCBIGene:3003,Gene,granzyme K,,,5,NCBI:Gene,,GZMK,PROTEIN_CODING,,600784,,
NCBIGene:79102,Gene,ring finger protein 26,,,11,NCBI:Gene,,RNF26,PROTEIN_CODING,,606130,,
NCBIGene:27352,Gene,small G protein signaling modulator 3,,,22,NCBI:Gene,,SGSM3,PROTEIN_CODING,,610440,,
NCBIGene:54148,Gene,mitochondrial ribosomal protein L39,,,21,NCBI:Gene,,MRPL39,PROTEIN_CODING,,611845,,
NCBIGene:400709,Gene,sialic acid binding Ig like lectin 16 (gene/pseudogene),,,19,NCBI:Gene,,SIGLEC16,PROTEIN_CODING,,,,
NCBIGene:16,Gene,alanyl-tRNA synthetase 1,,,16,NCBI:Gene,,AARS1,PROTEIN_CODING,,601065,,
NCBIGene:89869,Gene,phospholipase C zeta 1,,,12,NCBI:Gene,,PLCZ1,PROTEIN_CODING,,608075,,
NCBIGene:27030,Gene,mutL homolog 3,,,14,NCBI:Gene,,MLH3,PROTEIN_CODING,,604395,,
NCBIGene:2181,Gene,acyl-CoA synthetase long chain family member 3,,,2,NCBI:Gene,,ACSL3,PROTEIN_CODING,,602371,,
NCBIGene:4669,Gene,N-acetyl-alpha-glucosaminidase,,,17,NCBI:Gene,,NAGLU,PROTEIN_CODING,,609701,,
NCBIGene:9554,Gene,"SEC22 homolog B, vesicle trafficking protein",,,1,NCBI:Gene,,SEC22B,PROTEIN_CODING,,604029,,
NCBIGene:85865,Gene,GTP binding protein 10,,,7,NCBI:Gene,,GTPBP10,PROTEIN_CODING,,610920,,
NCBIGene:814,Gene,calcium/calmodulin dependent protein kinase IV,,,5,NCBI:Gene,,CAMK4,PROTEIN_CODING,,114080,,
NCBIGene:84461,Gene,neuralized E3 ubiquitin protein ligase 4,,,17,NCBI:Gene,,NEURL4,PROTEIN_CODING,,615865,,
NCBIGene:8801,Gene,succinate-CoA ligase GDP-forming subunit beta,,,3,NCBI:Gene,,SUCLG2,PROTEIN_CODING,,603922,,
NCBIGene:3658,Gene,iron responsive element binding protein 2,,,15,NCBI:Gene,,IREB2,PROTEIN_CODING,,147582,,
NCBIGene:10380,Gene,"3'(2'), 5'-bisphosphate nucleotidase 1",,,1,NCBI:Gene,,BPNT1,PROTEIN_CODING,,604053,,
NCBIGene:29074,Gene,mitochondrial ribosomal protein L18,,,6,NCBI:Gene,,MRPL18,PROTEIN_CODING,,611831,,
NCBIGene:420,Gene,ADP-ribosyltransferase 4 (inactive) (Dombrock blood group),,,12,NCBI:Gene,,ART4,PROTEIN_CODING,,110600,,
NCBIGene:4534,Gene,myotubularin 1,,,X,NCBI:Gene,,MTM1,PROTEIN_CODING,,300415,,
NCBIGene:285590,Gene,SH3 and PX domains 2B,,,5,NCBI:Gene,,SH3PXD2B,PROTEIN_CODING,,613293,,
NCBIGene:80207,Gene,outer mitochondrial membrane lipid metabolism regulator OPA3,,,19,NCBI:Gene,,OPA3,PROTEIN_CODING,,606580,,
NCBIGene:84700,Gene,myosin XVIIIB,,,22,NCBI:Gene,,MYO18B,PROTEIN_CODING,,607295,,
NCBIGene:482,Gene,ATPase Na+/K+ transporting subunit beta 2,,,17,NCBI:Gene,,ATP1B2,PROTEIN_CODING,,182331,,
NCBIGene:55567,Gene,dynein axonemal heavy chain 3,,,16,NCBI:Gene,,DNAH3,PROTEIN_CODING,,603334,,
NCBIGene:11183,Gene,mitogen-activated protein kinase kinase kinase kinase 5,,,14,NCBI:Gene,,MAP4K5,PROTEIN_CODING,,604923,,
NCBIGene:1592,Gene,cytochrome P450 family 26 subfamily A member 1,,,10,NCBI:Gene,,CYP26A1,PROTEIN_CODING,,602239,,
NCBIGene:90427,Gene,Bcl2 modifying factor,,,15,NCBI:Gene,,BMF,PROTEIN_CODING,,606266,,
NCBIGene:7755,Gene,zinc finger protein 205,,,16,NCBI:Gene,,ZNF205,PROTEIN_CODING,,603436,,
NCBIGene:29928,Gene,translocase of inner mitochondrial membrane 22,,,17,NCBI:Gene,,TIMM22,PROTEIN_CODING,,607251,,
NCBIGene:509,Gene,ATP synthase F1 subunit gamma,,,10,NCBI:Gene,,ATP5F1C,PROTEIN_CODING,,108729,,
NCBIGene:285973,Gene,autophagy related 9B,,,7,NCBI:Gene,,ATG9B,PROTEIN_CODING,,612205,,
NCBIGene:93974,Gene,ATP synthase inhibitory factor subunit 1,,,1,NCBI:Gene,,ATP5IF1,PROTEIN_CODING,,614981,,
NCBIGene:6594,Gene,SNF2 related chromatin remodeling ATPase 1,,,X,NCBI:Gene,,SMARCA1,PROTEIN_CODING,,300012,,
NCBIGene:166012,Gene,carbohydrate sulfotransferase 13,,,3,NCBI:Gene,,CHST13,PROTEIN_CODING,,610124,,
NCBIGene:143425,Gene,synaptotagmin 9,,,11,NCBI:Gene,,SYT9,PROTEIN_CODING,,613528,,
NCBIGene:8846,Gene,"alkB homolog 1, histone H2A dioxygenase",,,14,NCBI:Gene,,ALKBH1,PROTEIN_CODING,,605345,,
NCBIGene:158401,Gene,shortage in chiasmata 1,,,9,NCBI:Gene,,SHOC1,PROTEIN_CODING,,618038,,
NCBIGene:94056,Gene,synapse associated protein 1,,,X,NCBI:Gene,,SYAP1,PROTEIN_CODING,,301161,,
NCBIGene:84266,Gene,"alkB homolog 7, RNA demethylase",,,19,NCBI:Gene,,ALKBH7,PROTEIN_CODING,,613305,,
NCBIGene:50814,Gene,NAD(P) dependent 3-beta-hydroxysteroid dehydrogenase NSDHL,,,X,NCBI:Gene,,NSDHL,PROTEIN_CODING,,300275,,
NCBIGene:6785,Gene,ELOVL fatty acid elongase 4,,,6,NCBI:Gene,,ELOVL4,PROTEIN_CODING,,605512,,
NCBIGene:9227,Gene,lecithin retinol acyltransferase,,,4,NCBI:Gene,,LRAT,PROTEIN_CODING,,604863,,
NCBIGene:5688,Gene,proteasome 20S subunit alpha 7,,,20,NCBI:Gene,,PSMA7,PROTEIN_CODING,,606607,,
NCBIGene:10720,Gene,UDP glucuronosyltransferase family 2 member B11,,,4,NCBI:Gene,,UGT2B11,PROTEIN_CODING,,603064,,
NCBIGene:85441,Gene,helicase with zinc finger 2,,,20,NCBI:Gene,,HELZ2,PROTEIN_CODING,,611265,,
NCBIGene:23626,Gene,SPO11 initiator of meiotic double strand breaks,,,20,NCBI:Gene,,SPO11,PROTEIN_CODING,,605114,,
NCBIGene:57546,Gene,pyruvate dehydrogenase phosphatase catalytic subunit 2,,,16,NCBI:Gene,,PDP2,PROTEIN_CODING,,615499,,
NCBIGene:5698,Gene,proteasome 20S subunit beta 9,,,6,NCBI:Gene,,PSMB9,PROTEIN_CODING,,177045,,
NCBIGene:4651,Gene,myosin X,,,5,NCBI:Gene,,MYO10,PROTEIN_CODING,,601481,,
NCBIGene:3705,Gene,inositol-tetrakisphosphate 1-kinase,,,14,NCBI:Gene,,ITPK1,PROTEIN_CODING,,601838,,
NCBIGene:23510,Gene,potassium channel tetramerization domain containing 2,,,17,NCBI:Gene,,KCTD2,PROTEIN_CODING,,613422,,
NCBIGene:3710,Gene,"inositol 1,4,5-trisphosphate receptor type 3",,,6,NCBI:Gene,,ITPR3,PROTEIN_CODING,,147267,,
NCBIGene:286133,Gene,scavenger receptor class A member 5,,,8,NCBI:Gene,,SCARA5,PROTEIN_CODING,,611306,,
NCBIGene:254552,Gene,nudix hydrolase 8,,,11,NCBI:Gene,,NUDT8,PROTEIN_CODING,,,,
NCBIGene:933,Gene,CD22 molecule,,,19,NCBI:Gene,,CD22,PROTEIN_CODING,,107266,,
NCBIGene:83464,Gene,aph-1B gamma-secretase subunit,,,15,NCBI:Gene,,APH1B,PROTEIN_CODING,,607630,,
NCBIGene:10797,Gene,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase",,,2,NCBI:Gene,,MTHFD2,PROTEIN_CODING,,604887,,
NCBIGene:29916,Gene,sorting nexin 11,,,17,NCBI:Gene,,SNX11,PROTEIN_CODING,,614906,,
NCBIGene:27158,Gene,NADPH dependent diflavin oxidoreductase 1,,,9,NCBI:Gene,,NDOR1,PROTEIN_CODING,,606073,,
NCBIGene:57488,Gene,extended synaptotagmin 2,,,7,NCBI:Gene,,ESYT2,PROTEIN_CODING,,616691,,
NCBIGene:7301,Gene,TYRO3 protein tyrosine kinase,,,15,NCBI:Gene,,TYRO3,PROTEIN_CODING,,600341,,
NCBIGene:440567,Gene,ubiquinol-cytochrome c reductase hinge protein like,,,1,NCBI:Gene,,UQCRHL,PROTEIN_CODING,,,,
NCBIGene:91351,Gene,DExD/H-box 60 like,,,4,NCBI:Gene,,DDX60L,PROTEIN_CODING,,616725,,
NCBIGene:222,Gene,aldehyde dehydrogenase 3 family member B2,,,11,NCBI:Gene,,ALDH3B2,PROTEIN_CODING,,601917,,
NCBIGene:492,Gene,ATPase plasma membrane Ca2+ transporting 3,,,X,NCBI:Gene,,ATP2B3,PROTEIN_CODING,,300014,,
NCBIGene:56919,Gene,DEAH-box helicase 33,,,17,NCBI:Gene,,DHX33,PROTEIN_CODING,,614405,,
NCBIGene:11173,Gene,ADAM metallopeptidase with thrombospondin type 1 motif 7,,,15,NCBI:Gene,,ADAMTS7,PROTEIN_CODING,,605009,,
NCBIGene:22921,Gene,methionine sulfoxide reductase B2,,,10,NCBI:Gene,,MSRB2,PROTEIN_CODING,,613782,,
NCBIGene:23464,Gene,glycine C-acetyltransferase,,,22,NCBI:Gene,,GCAT,PROTEIN_CODING,,607422,,
NCBIGene:80831,Gene,apolipoprotein L5,,,22,NCBI:Gene,,APOL5,PROTEIN_CODING,,607255,,
NCBIGene:4758,Gene,neuraminidase 1,,,6,NCBI:Gene,,NEU1,PROTEIN_CODING,,608272,,
NCBIGene:5464,Gene,inorganic pyrophosphatase 1,,,10,NCBI:Gene,,PPA1,PROTEIN_CODING,,179030,,
NCBIGene:154790,Gene,C-type lectin domain family 2 member L,,,7,NCBI:Gene,,CLEC2L,PROTEIN_CODING,,,,
NCBIGene:23593,Gene,heme binding protein 2,,,6,NCBI:Gene,,HEBP2,PROTEIN_CODING,,605825,,
NCBIGene:56942,Gene,C-X9-C motif containing 2,,,16,NCBI:Gene,,CMC2,PROTEIN_CODING,,,,
NCBIGene:51755,Gene,cyclin dependent kinase 12,,,17,NCBI:Gene,,CDK12,PROTEIN_CODING,,615514,,
NCBIGene:8447,Gene,double C2 domain beta,,,17,NCBI:Gene,,DOC2B,PROTEIN_CODING,,604568,,
NCBIGene:54361,Gene,Wnt family member 4,,,1,NCBI:Gene,,WNT4,PROTEIN_CODING,,603490,,
NCBIGene:10592,Gene,structural maintenance of chromosomes 2,,,9,NCBI:Gene,,SMC2,PROTEIN_CODING,,605576,,
NCBIGene:2550,Gene,gamma-aminobutyric acid type B receptor subunit 1,,,6,NCBI:Gene,,GABBR1,PROTEIN_CODING,,603540,,
NCBIGene:641700,Gene,endothelial cell surface expressed chemotaxis and apoptosis regulator,,,5,NCBI:Gene,,ECSCR,PROTEIN_CODING,,615736,,
NCBIGene:8996,Gene,nucleolar protein 3,,,16,NCBI:Gene,,NOL3,PROTEIN_CODING,,605235,,
NCBIGene:83884,Gene,solute carrier family 25 member 2,,,5,NCBI:Gene,,SLC25A2,PROTEIN_CODING,,608157,,
NCBIGene:122706,Gene,proteasome subunit beta 11,,,14,NCBI:Gene,,PSMB11,PROTEIN_CODING,,611137,,
NCBIGene:9377,Gene,cytochrome c oxidase subunit 5A,,,15,NCBI:Gene,,COX5A,PROTEIN_CODING,,603773,,
NCBIGene:4101,Gene,MAGE family member A2,,,X,NCBI:Gene,,MAGEA2,PROTEIN_CODING,,300173,,
NCBIGene:79144,Gene,pancreatic progenitor cell differentiation and proliferation factor,,,20,NCBI:Gene,,PPDPF,PROTEIN_CODING,,,,
NCBIGene:50640,Gene,"patatin like domain 8, phospholipase A2",,,7,NCBI:Gene,,PNPLA8,PROTEIN_CODING,,612123,,
NCBIGene:212,Gene,5'-aminolevulinate synthase 2,,,X,NCBI:Gene,,ALAS2,PROTEIN_CODING,,301300,,
NCBIGene:55861,Gene,dysbindin domain containing 2,,,20,NCBI:Gene,,DBNDD2,PROTEIN_CODING,,611453,,
NCBIGene:84545,Gene,mitochondrial ribosomal protein L43,,,10,NCBI:Gene,,MRPL43,PROTEIN_CODING,,611848,,
NCBIGene:4850,Gene,CCR4-NOT transcription complex subunit 4,,,7,NCBI:Gene,,CNOT4,PROTEIN_CODING,,604911,,
NCBIGene:374986,Gene,mitoguardin 1,,,1,NCBI:Gene,,MIGA1,PROTEIN_CODING,,616773,,
NCBIGene:8909,Gene,"endonuclease, poly(U) specific",,,12,NCBI:Gene,,ENDOU,PROTEIN_CODING,,606720,,
NCBIGene:10476,Gene,ATP synthase peripheral stalk subunit d,,,17,NCBI:Gene,,ATP5PD,PROTEIN_CODING,,618121,,
NCBIGene:6733,Gene,SRSF protein kinase 2,,,7,NCBI:Gene,,SRPK2,PROTEIN_CODING,,602980,,
NCBIGene:10661,Gene,KLF transcription factor 1,,,19,NCBI:Gene,,KLF1,PROTEIN_CODING,,600599,,
NCBIGene:4190,Gene,malate dehydrogenase 1,,,2,NCBI:Gene,,MDH1,PROTEIN_CODING,,154200,,
NCBIGene:10206,Gene,tripartite motif containing 13,,,13,NCBI:Gene,,TRIM13,PROTEIN_CODING,,605661,,
NCBIGene:123688,Gene,hydroxylysine kinase,,,15,NCBI:Gene,,HYKK,PROTEIN_CODING,,614681,,
NCBIGene:4358,Gene,mitochondrial inner membrane protein MPV17,,,2,NCBI:Gene,,MPV17,PROTEIN_CODING,,137960,,
NCBIGene:5653,Gene,kallikrein related peptidase 6,,,19,NCBI:Gene,,KLK6,PROTEIN_CODING,,602652,,
NCBIGene:29968,Gene,phosphoserine aminotransferase 1,,,9,NCBI:Gene,,PSAT1,PROTEIN_CODING,,610936,,
NCBIGene:55304,Gene,serine palmitoyltransferase long chain base subunit 3,,,20,NCBI:Gene,,SPTLC3,PROTEIN_CODING,,611120,,
NCBIGene:5696,Gene,proteasome 20S subunit beta 8,,,6,NCBI:Gene,,PSMB8,PROTEIN_CODING,,177046,,
NCBIGene:164045,Gene,helicase for meiosis 1,,,1,NCBI:Gene,,HFM1,PROTEIN_CODING,,615684,,
NCBIGene:11236,Gene,ring finger protein 139,,,8,NCBI:Gene,,RNF139,PROTEIN_CODING,,603046,,
NCBIGene:349565,Gene,nicotinamide nucleotide adenylyltransferase 3,,,3,NCBI:Gene,,NMNAT3,PROTEIN_CODING,,608702,,
NCBIGene:677,Gene,ZFP36 like 1 zinc finger CCCH-type,,,14,NCBI:Gene,,ZFP36L1,PROTEIN_CODING,,601064,,
NCBIGene:6358,Gene,C-C motif chemokine ligand 14,,,17,NCBI:Gene,,CCL14,PROTEIN_CODING,,601392,,
NCBIGene:220,Gene,aldehyde dehydrogenase 1 family member A3,,,15,NCBI:Gene,,ALDH1A3,PROTEIN_CODING,,600463,,
NCBIGene:391356,Gene,peptidyl-tRNA hydrolase domain containing 1,,,2,NCBI:Gene,,PTRHD1,PROTEIN_CODING,,617342,,
NCBIGene:79718,Gene,TBL1X/Y related 1,,,3,NCBI:Gene,,TBL1XR1,PROTEIN_CODING,,608628,,
NCBIGene:122509,Gene,interferon alpha inducible protein 27 like 1,,,14,NCBI:Gene,,IFI27L1,PROTEIN_CODING,,611320,,
NCBIGene:7084,Gene,thymidine kinase 2,,,16,NCBI:Gene,,TK2,PROTEIN_CODING,,188250,,
NCBIGene:10101,Gene,"NUBP iron-sulfur cluster assembly factor 2, cytosolic",,,16,NCBI:Gene,,NUBP2,PROTEIN_CODING,,610779,,
NCBIGene:23530,Gene,nicotinamide nucleotide transhydrogenase,,,5,NCBI:Gene,,NNT,PROTEIN_CODING,,607878,,
NCBIGene:63875,Gene,mitochondrial ribosomal protein L17,,,11,NCBI:Gene,,MRPL17,PROTEIN_CODING,,611830,,
NCBIGene:25796,Gene,6-phosphogluconolactonase,,,19,NCBI:Gene,,PGLS,PROTEIN_CODING,,604951,,
NCBIGene:2523,Gene,fucosyltransferase 1 (H blood group),,,19,NCBI:Gene,,FUT1,PROTEIN_CODING,,211100,,
NCBIGene:51146,Gene,"alpha-1,4-N-acetylglucosaminyltransferase",,,3,NCBI:Gene,,A4GNT,PROTEIN_CODING,,616709,,
NCBIGene:51144,Gene,hydroxysteroid 17-beta dehydrogenase 12,,,11,NCBI:Gene,,HSD17B12,PROTEIN_CODING,,609574,,
NCBIGene:3422,Gene,isopentenyl-diphosphate delta isomerase 1,,,10,NCBI:Gene,,IDI1,PROTEIN_CODING,,604055,,
NCBIGene:4708,Gene,NADH:ubiquinone oxidoreductase subunit B2,,,7,NCBI:Gene,,NDUFB2,PROTEIN_CODING,,603838,,
NCBIGene:5826,Gene,ATP binding cassette subfamily D member 4,,,14,NCBI:Gene,,ABCD4,PROTEIN_CODING,,603214,,
NCBIGene:83594,Gene,nudix hydrolase 12,,,5,NCBI:Gene,,NUDT12,PROTEIN_CODING,,609232,,
NCBIGene:4713,Gene,NADH:ubiquinone oxidoreductase subunit B7,,,19,NCBI:Gene,,NDUFB7,PROTEIN_CODING,,603842,,
